DATE    |OPEN  |LOW   |HI    |CLOSE |VOLUME |EMA13   |EMA26
20160126|713.85|706.48|718.28|713.04|1324300|716.3399|238.3063
20160125|723.58|710.01|729.68|711.67|1704641|716.8899|238.4086
20160122|723.6|720.12|728.13|725.25|2006528|717.7599|238.4755
20160121|702.18|694.46|719.19|706.59|2410263|716.5116|238.9164
20160120|688.61|673.26|706.85|698.45|3439386|718.1652|239.7184
20160119|703.3|693.41|709.98|701.79|2258479|721.451|240.4749
20160115|692.29|685.37|706.74|694.45|3592449|724.7278|241.0698
20160114|705.38|689.1|721.92|714.72|2211853|729.7742|241.7158
20160113|730.85|698.61|734.74|700.56|2468295|732.2832|242.5618
20160112|721.68|717.32|728.75|726.07|2024509|737.5704|243.5384
20160111|716.61|703.54|718.86|716.03|2090621|739.4871|244.7427
20160108|731.45|713.0|733.23|714.47|2450857|743.3966|245.8093
20160107|730.31|719.06|738.5|726.39|2963741|748.2177|246.3998
20160106|730.0|728.92|747.18|743.62|1947034|751.8557|246.6261
20160105|746.45|738.64|752.0|742.58|1950691|753.2283|246.6185
20160104|743.0|731.26|744.06|741.84|3258199|755.003|246.3225
20151231|769.5|758.34|769.5|758.88|1500923|757.1968|246.0016
20151230|776.6|766.9|777.6|771.0|1293521|756.9163|245.2057
20151229|766.69|766.43|779.98|776.6|1765012|754.569|243.713
20151228|752.92|749.52|762.99|762.51|1515716|750.8972|242.1669
20151224|749.55|746.62|751.35|748.4|527223|748.9618|241.303
20151223|753.47|744.0|754.21|750.31|1566726|749.0554|240.975
20151222|751.65|745.53|754.85|750.0|1365520|748.8463|240.5812
20151221|746.13|740.0|750.0|747.77|1525703|748.654|240.3253
20151218|746.51|738.15|754.13|739.31|3148743|748.8013|240.1801
20151217|762.42|749.0|762.68|749.43|1553418|750.3832|240.0218
20151216|750.0|739.44|760.59|758.09|1993251|750.5421|239.5763
20151215|753.0|743.01|758.08|743.4|2666229|749.2841|238.8953
20151214|741.79|724.17|748.73|747.77|2412497|750.2648|238.27
20151211|741.16|736.75|745.71|738.87|2224410|750.6806|237.744
20151210|752.85|743.83|755.85|749.46|1988380|752.649|237.0746
20151209|759.17|737.0|764.23|751.61|2699990|753.1805|236.3872
20151208|757.89|754.2|764.8|762.37|1829475|753.4422|235.7891
20151207|767.77|755.09|768.73|763.25|1812314|751.9543|235.0867
20151204|753.1|750.0|768.49|766.81|2757283|750.0716|234.2055
20151203|766.01|745.63|769.0|752.54|2590641|747.2819|233.9554
20151202|768.9|758.96|775.96|762.38|2195686|746.4056|234.1861
20151201|747.11|746.7|768.95|767.04|2129940|743.7431|234.4326
20151130|748.81|741.27|754.93|742.6|2035261|739.8603|235.2352
20151127|748.46|747.49|753.41|750.26|838518|739.4037|236.4855
20151125|748.14|746.06|752.0|748.15|1122224|737.5944|237.8924
20151124|752.0|737.63|755.28|748.28|2333130|735.8351|239.0294
20151123|757.45|751.82|762.71|755.98|1414487|733.7609|240.1213
20151120|746.53|743.0|757.92|756.6|2212302|730.0577|241.7139
20151119|738.74|737.43|742.0|738.41|1327109|725.634|243.3775
20151118|727.58|727.0|741.41|740.0|1671588|723.5047|244.3847
20151117|729.29|723.03|731.84|725.3|1491709|720.7555|244.7262
20151116|715.6|711.33|729.49|728.96|1891074|719.9981|245.0992
20151113|729.17|716.73|731.15|717.0|2062982|718.5044|245.613
20151112|731.0|728.64|737.8|731.23|1668048|718.7552|245.971
20151111|732.46|730.23|741.0|735.4|1366375|716.676|245.8078
20151110|724.4|718.5|730.59|728.32|1603937|713.5554|244.9639
20151109|730.2|719.43|734.71|724.89|2065619|711.0946|243.7803
20151106|731.5|727.01|735.41|733.76|1509656|708.7953|242.7109
20151105|729.47|729.47|739.48|731.25|1860367|704.6346|242.1435
20151104|722.0|721.9|733.1|728.11|1704575|700.1987|241.8126
20151103|718.86|714.72|724.65|722.16|1560770|695.5468|241.6998
20151102|711.06|705.85|721.62|721.11|1871073|691.1112|242.0239
20151030|715.73|710.05|718.0|710.81|1903980|686.1114|241.6797
20151029|710.5|710.01|718.26|716.92|1454128|681.995|240.8534
20151028|707.33|703.08|712.98|712.95|2176623|676.1742|240.0534
20151027|707.38|704.55|713.62|708.49|2224309|670.0449|238.9204
20151026|701.55|701.26|719.15|712.78|2701629|663.6373|237.6705
20151023|727.5|701.5|730.0|702.0|6642504|655.4469|235.8458
20151022|646.7|644.01|657.8|651.79|3782103|647.6881|234.1969
20151021|654.15|641.73|655.87|642.61|1791099|647.0044|233.1361
20151020|664.04|644.2|664.72|650.28|2490016|647.7368|232.4819
20151019|661.18|659.58|666.82|666.1|1465339|647.3129|232.1654
20151016|664.11|657.2|664.97|662.2|1606138|644.1818|231.6689
20151015|654.66|654.46|663.13|661.74|1830524|641.1787|231.1121
20151014|653.21|648.85|659.39|651.16|1412040|637.7518|230.7842
20151013|643.15|643.15|657.81|652.3|1790704|635.5171|230.9397
20151012|642.09|639.01|648.5|646.67|1275206|632.72|231.2438
20151009|640.0|635.32|645.99|643.61|1645844|630.395|231.2911
20151008|641.36|625.56|644.45|639.16|2180441|628.1925|231.2301
20151007|649.24|632.15|650.61|642.36|2089776|626.3646|231.0123
20151006|638.84|636.53|649.25|645.44|2166264|623.6987|230.3065
20151005|632.0|627.0|643.01|641.47|1787880|620.0751|229.2403
20151002|607.2|603.13|627.34|626.91|2684805|616.5093|227.8342
20151001|608.37|599.85|612.09|611.29|1867601|614.7759|226.4038
20150930|603.28|600.73|608.76|608.42|2413441|615.3569|225.189
20150929|597.28|590.22|605.0|594.97|2310284|616.513|224.663
20150928|610.34|589.38|614.6|594.89|3127667|620.1035|224.7194
20150925|629.77|611.0|629.77|611.97|2174009|624.3058|224.8048
20150924|616.64|612.4|627.32|625.8|2240098|626.3617|225.3386
20150923|622.05|620.0|628.93|622.36|1470949|626.4553|226.283
20150922|627.0|615.43|627.55|622.69|2562869|627.1379|226.6228
20150921|634.4|625.94|636.49|635.44|1788506|627.8792|226.379
20150918|636.79|627.02|640.0|629.25|5133386|626.6191|226.2142
20150917|637.79|635.02|650.9|642.9|2274690|626.1806|226.1323
20150916|635.47|632.32|637.95|635.98|1286454|623.394|226.0407
20150915|626.7|623.78|638.7|635.14|2084397|621.2963|226.3249
20150914|625.7|619.43|625.86|623.24|1702271|618.9891|226.9635
20150911|619.75|617.42|625.78|625.77|1373545|618.2806|227.566
20150910|613.1|611.43|624.16|621.35|1900526|617.0324|228.561
20150909|621.22|609.6|626.52|612.72|1702094|616.3127|229.6971
20150908|612.49|604.12|616.31|614.66|2279538|616.9115|230.8242
20150904|600.0|595.25|603.47|600.7|2089453|617.2868|231.7723
20150903|617.0|602.82|619.71|606.25|1759572|620.0513|232.1724
20150902|605.59|599.71|614.34|614.34|2575620|622.3515|232.4113
20150901|602.36|594.1|612.86|597.79|3702105|623.6867|232.5722
20150831|627.54|617.68|635.8|618.25|2176737|628.0028|232.6776
20150828|632.82|624.56|636.88|630.38|1978733|629.6283|232.9299
20150827|639.4|622.0|643.59|637.61|3491336|629.503|233.3377
20150826|610.35|599.05|631.71|628.62|4235891|628.1518|233.9652
20150825|614.91|581.11|617.45|582.06|3537966|628.0738|234.8012
20150824|573.0|565.05|614.0|589.61|5770302|635.7428|235.1982
20150821|639.78|612.33|640.05|612.48|4265183|643.4316|235.118
20150820|655.46|642.9|662.99|646.83|2855299|648.5902|235.0727
20150819|656.6|654.19|667.0|660.9|2134098|648.8836|235.1303
20150818|661.9|653.46|664.0|656.13|1456059|646.8808|235.408
20150817|656.8|651.24|661.38|660.87|1051699|645.3393|235.8846
20150814|655.01|652.66|659.86|657.12|1072061|642.7508|236.4116
20150813|659.32|651.66|664.5|656.45|1810749|640.356|236.9468
20150812|663.08|652.29|665.0|659.56|2940803|637.6736|237.2993
20150811|669.2|654.27|674.9|660.78|5029203|634.0259|237.4249
20150810|639.48|631.25|643.44|633.73|1809205|629.5669|237.5066
20150807|640.23|629.71|642.68|635.3|1403865|628.873|237.6372
20150806|645.0|632.25|645.38|642.68|1572600|627.8019|237.545
20150805|634.33|633.16|647.86|643.78|2334266|625.3222|237.1061
20150804|628.42|627.16|634.81|629.25|1490881|622.2459|236.8027
20150803|625.34|625.34|633.06|631.21|1304511|621.0785|236.4969
20150731|631.38|625.5|632.91|625.61|1706149|619.3899|235.9931
20150730|630.0|622.05|635.22|632.59|1474203|618.3533|235.3545
20150729|628.8|622.65|633.36|631.93|1575069|615.9805|235.0085
20150728|632.83|623.31|632.83|628.0|1727327|613.3222|235.0295
20150727|621.0|620.5|634.3|627.26|2675381|610.8759|235.2846
20150724|647.0|622.52|648.17|623.56|3625747|608.1452|235.4238
20150723|661.27|641.0|663.63|644.28|3029109|605.5761|235.3495
20150722|660.89|659.0|678.64|662.1|3929309|599.1255|235.508
20150721|655.21|654.3|673.0|662.3|3377196|588.6297|235.8771
20150720|659.24|653.01|668.88|663.02|5860872|576.3513|236.23
20150717|649.0|645.0|674.47|672.93|11164943|561.9066|236.8474
20150716|565.12|565.0|580.68|579.85|4768318|543.4027|237.6924
20150715|560.13|556.79|566.5|560.22|1784554|537.3281|238.6483
20150714|546.76|546.71|565.85|561.1|3244066|533.5128|240.1287
20150713|532.88|532.4|547.11|546.55|2206475|528.9149|241.4348
20150710|526.29|525.55|532.56|530.13|1956682|525.9757|242.3939
20150709|523.12|520.35|523.77|520.68|1842347|525.2834|243.6099
20150708|521.05|516.11|522.73|516.83|1296699|526.0506|245.0448
20150707|523.13|515.18|526.18|525.02|1597229|527.5873|246.4958
20150706|519.5|519.0|525.25|522.86|1280525|528.0152|248.0363
20150702|521.08|521.08|524.65|523.4|1235903|528.8744|249.8999
20150701|524.73|518.23|525.69|521.84|1961354|529.7868|251.6909
20150630|526.02|520.5|526.25|520.51|2235595|531.1113|253.2402
20150629|525.01|520.54|528.61|521.52|1937821|532.8782|254.4334
20150626|537.26|531.35|537.76|531.69|2109130|534.7712|255.3564
20150625|538.87|535.23|540.9|535.23|1335697|535.2848|256.3631
20150624|540.0|535.66|540.0|537.84|1286608|535.2939|257.1639
20150623|539.64|535.25|541.5|540.48|1197450|534.8695|257.3397
20150622|539.59|537.53|543.74|538.19|1250282|533.9345|257.0601
20150619|537.21|533.01|538.25|536.69|1893497|533.2252|256.8869
20150618|531.0|530.79|538.15|536.73|1833109|532.6477|256.8055
20150617|529.37|525.1|530.98|529.26|1294216|531.9674|256.858
20150616|528.4|525.56|529.64|528.15|1071814|532.4186|257.3614
20150615|528.0|524.0|528.3|527.2|1632702|533.13|258.2127
20150612|531.6|530.16|533.12|532.33|955789|534.1184|259.2809
20150611|538.42|533.02|538.98|534.61|1217536|534.4164|260.509
20150610|529.36|529.35|538.36|536.69|1814958|534.3842|261.438
20150609|527.56|523.01|529.2|526.69|1455266|533.9999|262.1552
20150608|533.31|526.24|534.12|526.83|1524139|535.2182|263.2032
20150605|536.35|532.52|537.2|533.33|1388220|536.6162|264.4476
20150604|537.76|534.32|540.59|536.7|1348337|537.1639|265.2857
20150603|539.91|537.11|543.5|540.31|1717036|537.2412|265.6966
20150602|532.93|531.33|543.0|539.18|1938989|536.7298|265.9576
20150601|536.79|529.76|536.79|533.99|1904332|536.3214|266.2987
20150529|537.37|531.45|538.63|532.11|2597407|536.7099|266.9187
20150528|538.01|536.25|540.61|539.78|1029849|537.4766|267.7893
20150527|532.8|531.71|540.55|539.79|1525019|537.0927|268.5976
20150526|538.12|529.88|539.0|532.32|2406512|536.6431|269.0512
20150522|540.15|539.51|544.19|540.11|1176214|537.3637|269.1179
20150521|537.95|535.98|543.84|542.51|1462695|536.9059|268.9701
20150520|538.49|532.97|542.92|539.27|1430826|535.9719|268.7672
20150519|533.98|533.04|540.66|537.36|1966947|535.4223|268.3628
20150518|532.01|528.85|534.82|532.3|2003421|535.0993|267.8126
20150515|539.18|530.38|539.27|533.85|1971343|535.5659|267.088
20150514|533.77|532.41|539.0|538.4|1403935|535.8518|265.933
20150513|530.56|528.66|534.32|529.62|1253063|535.4271|264.2575
20150512|531.6|525.26|533.21|529.04|1634174|536.395|262.1869
20150511|538.37|535.4|541.98|535.7|905285|537.6208|259.9046
20150508|536.65|536.0|541.15|538.22|1527615|537.941|257.5161
20150507|523.99|521.75|533.46|530.7|1546278|537.8944|255.9075
20150506|531.24|521.08|532.38|524.22|1566987|539.0935|255.5637
20150505|538.21|530.39|539.74|530.8|1383068|541.5724|255.432
20150504|538.53|535.06|544.07|540.78|1307960|543.3678|255.3831
20150501|538.43|532.1|539.54|537.9|1768181|543.7992|255.5788
20150430|547.87|535.05|548.59|537.34|2082214|544.7823|255.7279
20150429|550.47|546.9|553.68|549.08|1698761|546.0227|255.5654
20150428|554.64|550.37|556.02|553.68|1490983|545.5132|255.4384
20150427|563.39|553.2|565.95|555.37|2398039|544.1521|255.437
20150424|566.1|557.25|571.14|565.06|4919031|542.2824|255.3852
20150423|541.0|540.23|550.96|547.0|4173376|538.4861|255.7277
20150422|534.4|531.75|541.08|539.36|1589248|537.0672|256.1936
20150421|537.51|533.68|539.39|533.97|1839668|536.685|256.1947
20150420|525.6|524.5|536.09|535.38|1675487|537.1375|255.5454
20150417|528.66|521.01|529.84|524.05|2145955|537.4304|254.8082
20150416|529.9|529.61|535.59|533.8|1296304|539.6605|254.3843
20150415|528.7|523.22|534.73|532.53|2312512|540.6373|253.8563
20150414|536.25|528.09|537.57|530.39|2597043|541.9885|253.5269
20150413|538.41|537.31|544.06|539.17|1640809|543.9215|253.8814
20150410|542.29|537.31|542.29|540.01|1405574|544.7135|255.0135
20150409|541.03|535.49|541.95|540.78|1553586|545.4974|256.2541
20150408|538.38|538.38|543.85|541.61|1175332|546.2836|257.4179
20150407|538.08|536.0|542.69|537.02|1299298|547.0625|258.5197
20150406|532.22|529.57|538.41|536.76|1320767|548.7363|259.1842
20150402|540.85|533.85|540.85|535.53|1711737|550.7323|259.7165
20150401|548.6|539.5|551.14|542.56|1957718|553.2661|260.2495
20150331|550.0|546.72|554.71|548.0|1583677|555.0504|260.8199
20150330|551.62|548.17|553.47|552.03|1283958|556.2255|261.834
20150327|553.0|548.13|555.28|548.34|1892323|556.9247|263.0539
20150326|557.59|550.65|558.9|555.17|1568331|558.3555|264.2569
20150325|570.5|558.74|572.26|558.78|2146384|558.8864|265.5697
20150324|562.56|561.21|574.59|570.19|2576234|558.9042|266.5389
20150323|560.43|555.83|562.36|558.81|1639306|557.0232|267.1362
20150320|561.65|559.05|561.72|560.36|2609690|556.7254|267.8891
20150319|559.39|556.14|560.8|557.99|1194049|556.1196|269.1187
20150318|552.5|547.0|559.78|559.5|2128714|555.8079|270.9277
20150317|551.71|548.0|553.8|550.84|1800570|555.1926|272.975
20150316|550.95|546.0|556.85|554.51|1636493|555.918|275.0147
20150313|553.5|544.22|558.4|547.32|1698872|556.1526|277.2512
20150312|553.51|550.46|556.37|555.51|1385772|557.6248|279.6089
20150311|555.14|550.68|558.14|551.18|1815763|557.9772|282.3256
20150310|564.25|554.73|564.85|555.01|1787357|559.1101|285.2444
20150309|566.86|563.54|570.27|568.85|1059336|559.7934|287.7564
20150306|574.88|566.76|576.68|567.68|1654561|558.284|289.9477
20150305|575.02|573.41|577.91|575.33|1385818|556.718|291.9548
20150304|571.87|568.01|577.11|573.37|1871694|553.616|293.6656
20150303|570.45|566.52|575.39|573.64|1700084|550.3237|295.2797
20150302|560.53|558.75|572.15|571.34|2123796|546.4376|297.1536
20150227|554.24|552.9|564.71|558.4|2403553|542.2872|299.4021
20150226|543.21|541.5|556.14|555.48|2305219|539.6018|302.0628
20150225|535.9|535.44|546.22|543.87|1821041|536.9554|304.5662
20150224|530.0|528.25|536.79|536.09|1002393|535.803|306.7533
20150223|536.05|529.41|536.44|531.91|1453907|535.7551|309.2393
20150220|543.13|535.8|543.75|538.95|1441212|536.396|312.3537
20150219|538.04|538.01|543.11|542.87|987478|535.9703|315.6015
20150218|541.4|537.51|545.49|539.7|1449089|534.8204|318.1193
20150217|546.83|541.09|550.0|542.84|1612439|534.0071|320.1623
20150213|543.35|543.13|549.91|549.01|1895126|532.5349|321.8979
20150212|537.25|534.67|544.82|542.93|1615824|529.7891|323.6169
20150211|535.3|533.38|538.45|535.97|1373970|527.5989|325.1527
20150210|529.3|526.92|537.7|536.94|1745076|526.2038|326.9709
20150209|528.0|526.02|532.0|527.83|1264276|524.4144|330.0021
20150206|527.64|526.41|537.2|531.0|1758650|523.8451|333.0164
20150205|523.79|522.09|528.5|527.58|1844687|522.6526|335.5324
20150204|529.24|521.27|532.67|522.76|1659125|521.8314|337.9987
20150203|528.0|523.26|533.4|529.24|2033085|521.6766|340.4143
20150202|531.73|518.55|533.0|528.48|2841976|520.4161|341.9709
20150130|515.86|515.52|539.87|534.52|5590977|519.0721|342.7049
20150129|511.0|501.2|511.09|510.66|4174924|516.4974|343.8514
20150128|522.78|510.0|522.99|510.0|1679230|517.4703|345.2608
20150127|529.97|518.19|530.7|518.63|1898844|518.7154|346.4564
20150126|538.53|529.67|539.0|535.21|1539524|518.7296|347.0298
20150123|535.59|533.0|542.17|539.95|2275485|515.9829|346.5393
20150122|521.48|519.7|536.33|534.39|2669558|511.9884|345.5913
20150121|507.25|506.2|519.28|518.04|2262455|508.2548|344.3281
20150120|511.0|506.02|512.5|506.9|2225922|506.6239|341.9321
20150116|500.01|500.0|508.19|508.08|2292043|506.5779|337.8715
20150115|505.57|497.76|505.68|501.79|2711355|506.3275|332.7924
20150114|494.65|493.0|503.23|500.87|2229638|507.0838|328.8124
20150113|498.84|492.39|502.98|496.18|2365687|508.1194|327.0511
20150112|494.94|487.56|495.98|492.55|2320446|510.1093|327.5602
20150109|504.76|494.79|504.92|496.17|2065715|513.0358|328.3929
20150108|497.99|491.0|503.48|502.68|3344395|515.8468|328.889
20150107|507.0|499.65|507.24|501.1|2059366|518.0413|330.7624
20150106|515.0|501.05|516.18|501.96|2891950|520.8648|333.3076
20150105|523.26|513.06|524.33|513.87|2054238|524.0156|336.4156
20150102|529.01|524.1|531.27|524.81|1446662|525.7065|339.4697
20141231|531.25|525.8|532.6|526.4|1371819|525.856|341.5737
20141230|528.09|527.13|531.15|530.42|873923|525.7653|342.8649
20141229|532.19|530.01|535.48|530.33|2276104|524.9895|344.0975
20141226|528.77|527.31|534.25|534.03|1037727|524.0994|345.694
20141224|530.51|527.02|531.76|528.77|704035|522.4443|346.4858
20141223|527.0|526.29|534.56|530.59|2191567|521.39|346.4137
20141222|516.08|516.08|526.46|524.87|2723599|519.8567|346.2848
20141219|511.51|506.91|517.72|516.35|3680148|519.0211|346.7656
20141218|512.95|504.7|513.87|511.1|2918730|519.4663|347.7159
20141217|497.0|496.81|507.0|504.89|2875281|520.8607|348.1367
20141216|511.56|489.0|513.05|495.39|3953371|523.5225|347.3392
20141215|522.74|513.27|523.1|513.8|2812786|528.2113|345.702
20141212|523.51|518.66|528.5|518.66|1989117|530.6131|343.6671
20141211|527.8|527.1|533.92|528.34|1610964|532.6053|341.9086
20141210|533.08|525.56|536.33|526.06|1716835|533.3162|340.6806
20141209|522.14|520.5|534.19|533.37|1871268|534.5256|339.4533
20141208|527.13|523.79|531.0|526.98|2327127|534.7182|338.414
20141205|531.0|524.28|532.89|525.26|2558649|536.0079|338.2068
20141204|531.16|528.59|537.34|537.31|1392208|537.7992|338.6954
20141203|531.44|529.26|536.0|531.32|1279288|537.8807|338.9266
20141202|533.51|529.8|535.5|533.75|1522481|538.9741|338.5305
20141201|538.9|531.86|541.41|533.8|2109599|539.8448|337.2572
20141128|540.62|536.6|542.0|541.83|1145231|540.8523|335.3088
20141126|540.88|537.04|541.55|540.37|1519503|540.6894|332.4586
20141125|539.0|538.6|543.98|541.08|1784967|540.7426|329.1009
20141124|537.65|535.62|542.7|539.27|1701682|540.6864|325.5487
20141121|541.61|536.56|542.14|537.5|2218249|540.9224|321.7702
20141120|531.25|531.08|535.11|534.83|1559131|541.4928|318.0911
20141119|535.0|530.08|538.24|536.99|1388440|542.6033|314.0654
20141118|537.5|534.17|541.94|535.03|1957664|543.5388|310.4959
20141117|543.58|534.06|543.79|536.51|1721282|544.957|307.8645
20141114|546.68|542.15|546.68|544.4|1285991|546.3648|305.832
20141113|549.8|543.48|549.8|545.38|1335719|546.6923|303.36
20141112|550.39|545.17|550.46|547.31|1126594|546.911|299.8061
20141111|548.49|546.3|551.94|550.29|964866|546.8445|296.2784
20141110|541.46|541.02|549.59|547.49|1131546|546.2702|291.9075
20141107|546.21|538.67|546.21|541.01|1629259|546.067|286.7836
20141106|545.5|540.97|546.88|542.04|1329604|546.9098|282.3716
20141105|556.8|544.05|556.8|545.92|2026740|547.7214|278.7683
20141104|553.0|549.3|555.5|554.11|1240761|548.0216|275.242
20141103|555.5|553.23|557.9|555.22|1378511|547.0069|271.7874
20141031|559.35|554.75|559.57|559.08|2032887|545.6381|269.8712
20141030|548.95|543.51|552.8|550.31|1451667|543.3977|268.1439
20141029|550.0|546.98|554.19|549.33|1767107|542.2457|265.3361
20141028|543.0|541.62|548.98|548.9|1273372|541.065|262.827
20141027|537.03|537.03|544.41|540.77|1184973|539.7591|260.5688
20141024|544.36|535.79|544.88|539.78|1972047|539.5907|258.2604
20141023|539.32|535.85|547.22|543.98|2345296|539.5591|255.0239
20141022|529.89|528.8|539.8|532.71|2917183|538.8223|252.4911
20141021|525.19|519.11|526.79|526.54|2332531|539.841|252.4436
20141020|509.45|508.1|521.76|520.84|2605505|542.0579|252.8168
20141017|527.25|508.53|530.98|511.17|5530674|545.5942|252.9653
20141016|519.0|515.0|529.43|524.51|3698423|551.3315|253.2293
20141015|531.01|518.3|532.8|530.03|3712536|555.8018|252.9276
20141014|538.9|533.17|547.19|537.94|2217230|560.0971|251.8902
20141013|544.99|533.1|549.5|533.21|2578676|563.7899|250.6099
20141010|557.72|544.05|565.13|544.49|3078634|568.8866|248.5887
20141009|571.18|559.06|571.49|560.88|2519693|572.9527|245.6128
20141008|565.57|557.49|573.88|572.5|1987888|574.9648|242.3477
20141007|574.4|563.74|575.27|563.74|1906427|575.3756|239.4788
20141006|578.8|574.44|581.0|577.35|1211320|577.3149|237.0235
20141003|573.05|572.5|577.22|575.28|1138636|577.309|234.4026
20141002|567.31|563.32|571.91|570.08|1175307|577.6472|231.4132
20141001|576.01|567.01|577.58|568.27|1445027|578.9084|228.5666
20140930|576.93|572.85|579.85|577.36|1618437|580.6814|227.0578
20140929|571.75|571.17|578.19|576.36|1281204|581.235|225.9123
20140926|576.06|574.66|579.25|577.1|1439807|582.0475|224.1005
20140925|587.55|574.18|587.98|575.06|1925350|582.8721|222.0463
20140924|581.46|580.52|589.63|587.99|1724537|584.1741|220.3981
20140923|586.85|581.0|586.85|581.13|1467703|583.5381|219.5826
20140922|593.82|583.46|593.95|587.37|1687710|583.9395|219.043
20140919|591.5|589.5|596.48|596.08|3727045|583.3677|218.8798
20140918|587.0|585.0|589.54|589.27|1442012|581.249|219.3109
20140917|580.01|578.78|587.52|584.77|1690994|579.9122|220.5741
20140916|572.76|572.66|581.5|579.95|1478306|579.1026|221.8514
20140915|572.94|568.21|574.95|573.1|1596224|578.9613|222.1958
20140912|581.0|574.46|581.64|575.62|1597677|579.9382|222.47
20140911|580.36|576.26|581.81|581.35|1217721|580.6579|222.8713
20140910|581.5|576.94|583.5|583.1|975145|580.5426|224.2795
20140909|588.9|580.0|589.0|581.01|1286722|580.1163|225.9301
20140908|586.6|586.3|591.77|589.72|1429101|579.9674|227.3098
20140905|583.98|581.95|586.55|586.08|1629477|578.342|229.166
20140904|580.0|579.22|586.0|581.98|1459956|577.0523|230.1844
20140903|580.0|575.0|582.99|577.94|1214586|576.231|230.598
20140902|571.85|571.19|577.83|577.33|1576830|575.9462|231.2061
20140829|571.33|567.07|572.04|571.6|1081231|575.7155|232.1588
20140828|569.56|567.1|573.25|569.2|1295963|576.4014|234.1192
20140827|577.27|570.1|578.49|571.0|1700161|577.6017|236.5697
20140826|581.26|576.58|581.8|577.86|1635465|578.702|238.3165
20140825|584.72|579.0|585.0|580.2|1358810|578.8423|239.2644
20140822|583.59|580.64|585.24|582.56|789484|578.616|240.7932
20140821|583.82|581.14|584.5|583.37|912854|577.9587|242.3951
20140820|585.88|582.57|586.7|584.49|1034779|577.0568|243.3452
20140819|585.0|584.0|587.34|586.86|979298|575.8179|244.5664
20140818|576.11|576.0|584.51|582.16|1282531|573.9776|246.5243
20140815|577.86|570.52|579.38|573.48|1517056|572.6138|248.7693
20140814|576.18|570.88|577.9|574.65|982926|572.4695|251.641
20140813|567.31|565.75|575.0|574.78|1437922|572.1061|255.7236
20140812|564.52|560.88|565.9|562.73|1537758|571.6604|260.9282
20140811|569.99|566.0|570.49|567.88|1215968|573.1488|266.879
20140808|563.56|560.35|570.25|568.77|1492491|574.027|273.6858
20140807|568.0|561.1|569.89|563.36|1108900|574.9031|278.2708
20140806|561.78|560.0|570.7|566.37|1330877|576.827|279.8051
20140805|570.05|562.61|571.98|565.07|1556685|578.5698|280.9774
20140804|569.04|564.1|575.35|573.15|1427169|580.8198|281.9426
20140801|570.4|562.85|575.96|566.07|1950171|582.098|283.5733
20140731|580.6|570.0|583.65|571.6|2099516|584.7694|285.583
20140730|586.55|584.0|589.5|587.42|1013932|586.9643|287.5616
20140729|588.75|583.52|589.7|585.61|1346647|586.8883|289.2677
20140728|588.07|584.75|592.5|590.6|984161|587.1014|290.3508
20140725|590.4|587.03|591.86|589.02|932724|586.5183|290.1813
20140724|596.45|591.77|599.5|593.35|1033341|586.1013|289.6444
20140723|593.23|592.5|597.85|595.98|1229846|584.8932|288.9829
20140722|590.72|590.6|599.65|594.74|1694787|583.0454|287.9647
20140721|591.75|585.23|594.4|589.47|2060334|581.0963|287.4396
20140718|593.0|582.0|596.8|595.08|4006389|579.7007|286.985
20140717|579.53|568.61|580.99|573.73|3015475|577.1375|286.6747
20140716|588.0|582.2|588.4|582.66|1394560|577.7054|286.2667
20140715|585.74|576.56|585.8|584.78|1618815|576.8797|285.3603
20140714|582.6|578.03|585.21|584.87|1852290|575.563|284.6549
20140711|571.91|571.42|580.85|579.18|1617569|574.0118|283.9336
20140710|565.91|565.01|576.59|571.1|1353317|573.1504|282.9268
20140709|571.58|569.38|576.72|576.08|1113907|573.4921|281.8947
20140708|577.66|566.14|579.53|571.09|1908647|573.0608|280.7574
20140707|583.76|579.59|586.43|582.25|1061833|573.3893|280.5274
20140703|583.35|580.92|585.01|584.73|712210|571.9125|281.5145
20140702|583.35|580.39|585.44|582.34|1054936|569.7763|282.882
20140701|578.32|576.65|584.4|582.67|1446309|567.6823|284.0357
20140630|578.66|574.75|579.57|575.28|1310909|565.1844|284.3853
20140627|577.18|573.8|579.87|577.24|2231174|563.5018|283.8865
20140626|581.0|571.85|582.45|576.0|1737210|561.2121|282.5559
20140625|565.26|565.22|579.96|578.65|1964447|558.7474|281.3149
20140624|565.19|561.01|572.65|564.62|2201789|555.4303|280.6411
20140623|555.15|554.25|565.0|564.95|1534659|553.8987|279.991
20140620|556.85|550.39|557.58|556.36|4496962|552.0568|278.4579
20140619|554.24|548.51|555.0|554.9|2451341|551.3396|276.8326
20140618|544.86|544.0|553.56|553.37|1737343|550.7462|276.1345
20140617|544.2|539.33|545.32|543.01|1445878|550.3089|275.8622
20140616|549.26|541.52|549.62|544.28|1704027|551.5254|276.0629
20140613|552.26|545.56|552.3|551.76|1217176|552.7329|276.3745
20140612|557.3|548.46|557.99|551.35|1457104|552.8951|275.6619
20140611|558.0|555.02|559.88|558.84|1097380|553.1526|273.9779
20140610|560.51|557.9|563.6|560.55|1349444|552.2047|272.091
20140609|557.15|556.04|562.9|562.12|1463676|550.8138|270.3177
20140606|558.06|548.93|558.06|556.33|1732592|548.9295|268.6423
